OTU,active
Otu00313,seasonal
Otu00314,seasonal
Otu00316,seasonal
Otu00318,seasonal
Otu00320,seasonal
Otu00322,seasonal
Otu00323,seasonal
Otu00324,seasonal
Otu00325,seasonal
Otu00326,seasonal
Otu00334,seasonal
Otu00340,seasonal
Otu00341,seasonal
Otu00342,seasonal
Otu00345,seasonal
Otu00346,seasonal
Otu00348,seasonal
Otu00351,seasonal
Otu00356,seasonal
Otu00357,seasonal
Otu00368,seasonal
Otu00374,seasonal
Otu00378,seasonal
Otu00379,seasonal
Otu00388,seasonal
Otu00391,seasonal
Otu00392,seasonal
Otu00393,seasonal
Otu00394,seasonal
Otu00396,seasonal
Otu00411,seasonal
Otu00412,seasonal
Otu00413,seasonal
Otu00414,seasonal
Otu00417,seasonal
Otu00419,seasonal
Otu00420,seasonal
Otu00421,seasonal
Otu00423,seasonal
Otu00433,seasonal
Otu00438,seasonal
Otu00442,seasonal
Otu00449,seasonal
Otu00450,seasonal
Otu00457,seasonal
Otu00460,seasonal
Otu00462,seasonal
Otu00473,seasonal
Otu00477,seasonal
Otu00480,seasonal
Otu00488,seasonal
Otu00502,seasonal
Otu00508,seasonal
Otu00509,seasonal
Otu00517,seasonal
Otu00521,seasonal
Otu00537,seasonal
Otu00547,seasonal
Otu00549,seasonal
Otu00555,seasonal
Otu00567,seasonal
Otu00575,seasonal
Otu00578,seasonal
Otu00579,seasonal
Otu00585,seasonal
Otu00597,seasonal
Otu00598,seasonal
Otu00601,seasonal
Otu00603,seasonal
Otu00616,seasonal
Otu00621,seasonal
Otu00662,seasonal
Otu00704,seasonal
Otu00735,seasonal
Otu00762,seasonal
Otu00766,seasonal
Otu00768,seasonal
Otu00383,seasonal
Otu00900,seasonal
Otu00936,seasonal
Otu00977,seasonal
Otu01267,seasonal
Otu01313,seasonal
Otu01809,seasonal
Otu02052,seasonal
